InstanceFlexibilityGroup,InstanceFlexibilityRatio,InstanceId,Kind,ReservationOrderId,ReservationId,ReservedHours,SkuName,TotalReservedQuantity,UsageDate,UsedHours
BS Series High Memory,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/fooB2,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-11T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-02T00:00:00Z,24
BS Series High Memory,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/fooB2,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-05T00:00:00Z,23.966686
BS Series High Memory,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/fooB2,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-26T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-06T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-15T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-07T00:00:00Z,24
BS Series High Memory,1,/subscriptions/ccac9037-3597-54a6-95b9-7a3f01929f20/resourceGroups/VMRG/providers/Microsoft.Compute/virtualMachines/LinuxVM,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-24T00:00:00Z,24
BS Series High Memory,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/fooB2,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-24T00:00:00Z,24
BS Series High Memory,1,/subscriptions/8782db2d-5407-59f5-8cb8-c8d0709ba366/resourceGroups/DRAINASP/providers/Microsoft.Compute/virtualMachines/fooB2,Reservation,bc790679-445b-5f87-8074-3aee36f2f930,7e7ba477-d325-5513-8ef2-64f60091a9bd,48,Standard_B2ms,2,2025-02-27T00:00:00Z,23.183337
